ID_globale,ID_portale,Portale,Contratto,Quartiere,Indirizzo,Tipo_immobile,Prezzo_EUR,Superficie_mq,Prezzo_vendita_EUR_mq,Canone_affitto_EUR_mq_mese,Locali,Bagni,Piano,Stato,Segmento,Ascensore,Balcone,Terrazzo,Arredato,Cantina,Box_posto_auto,Data_pubblicazione_esatta,Ultimo_aggiornamento,Data_annuncio_visibile_o_proxy,Tipo_data_annuncio,Recenza_portale,Data_rilevazione,Qualita_dato,Nota_data,Classe_energetica,Esito_verifica_energia,Data_verifica_energia
62,62,Idealista,Vendita,Porta Romana,Piazzale Medaglie d'Oro,Monolocale,190000,20,9500,,1,N/D,1,Ristrutturato,Standard,Sì,No,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
63,63,Idealista,Vendita,Porta Romana,Viale Isonzo 8,Bilocale,395000,55,7181.818181818182,,2,N/D,6,Ristrutturato,Standard,Sì,Sì,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
64,64,Idealista,Vendita,Porta Romana,Corso Lodi 12,Monolocale,219000,32,6843.75,,1,N/D,2,Buono,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
65,65,Idealista,Vendita,Porta Romana,Via Friuli,Quadrilocale,649000,102,6362.745098039216,,4,N/D,4,Buono,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
66,66,Idealista,Vendita,Porta Romana,Porta Romana (indirizzo non indicato),Quadrilocale,2190000,220,9954.545454545454,,4,N/D,4,Pronto da abitare / lusso,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
67,67,Idealista,Vendita,Porta Romana,Via Lodovico Muratori 29,Quadrilocale,1350000,189,7142.857142857143,,4,N/D,2,Buono,Lusso,Sì,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
68,68,Idealista,Vendita,Porta Romana,Corso Lodi 34,Trilocale,619000,95,6515.789473684211,,3,N/D,3,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-04,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
69,69,Idealista,Vendita,Porta Romana,Viale Cirene,Quadrilocale,790000,118,6694.9152542372885,,4,N/D,1,Da ristrutturare,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
70,70,Idealista,Vendita,Porta Romana,Via Giorgio Vasari,Attico,2490000,370,6729.72972972973,,6,N/D,8,Ottimo / lusso,Lusso,Sì,N/D,Sì,N/D,N/D,N/D,N/D,2026-06-05,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Scheda lista / descrizione,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
71,71,Idealista,Affitto,Brera,Via Alessandro Manzoni 25,Bilocale,11550,110,,105,2,N/D,3,Ottimo / lusso,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,11 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
72,72,Idealista,Affitto,Brera,Via Arco 1,Bilocale,3000,80,,37.5,2,N/D,4,Ottimo,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
73,73,Idealista,Affitto,Brera,Via Brera 17,Quadrilocale,6850,155,,44.193548387096776,4,N/D,1,Ottimo,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,13 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
74,74,Idealista,Affitto,Brera,Via Arco s.n.c.,Trilocale,3000,67,,44.776119402985074,3,N/D,6,Ottimo,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
75,75,Idealista,Affitto,Brera,Via Pontaccio 23,Bilocale,5499,70,,78.55714285714286,2,N/D,3,Ottimo,Lusso,No,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,13 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
76,76,Idealista,Affitto,Brera,Via Fiori Chiari 34,Bilocale,2571,45,,57.13333333333333,2,N/D,N/D,Ristrutturato,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,15 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
77,77,Idealista,Affitto,Brera,Via dell'Orso,Monolocale,2675,52,,51.44230769230769,1,N/D,2,Ottimo,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
78,78,Idealista,Affitto,Brera,Vicolo Fiori 2,Bilocale,3300,50,,66,2,N/D,3,Ottimo,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-03,Data visibile in lista,03 set,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
79,79,Idealista,Affitto,Brera,Via Alessandro Manzoni 25,Bilocale,11550,73,,158.21917808219177,2,N/D,5,Ottimo / lusso,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-03,Data visibile in lista,03 set,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
80,80,Idealista,Affitto,Brera,Via dell'Annunciata 27,Quadrilocale,3916,137,,28.583941605839417,4,N/D,3,Ristrutturato,Lusso,Sì,N/D,N/D,Parzialmente,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
81,81,Idealista,Affitto,Porta Romana,Viale Monte Nero 33,Bilocale,950,37,,25.675675675675677,2,N/D,3,Buono,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,2 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
82,82,Idealista,Affitto,Porta Romana,Via Gerolamo Tiraboschi 8,Bilocale,1300,50,,26,2,N/D,7,Ristrutturato,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
83,83,Idealista,Affitto,Porta Romana,Via Atto Vannucci 5,Bilocale,1500,55,,27.272727272727273,2,N/D,3,Ristrutturato,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,2 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
84,84,Idealista,Affitto,Porta Romana,Via Atto Vannucci 9,Trilocale,2000,75,,26.666666666666668,3,N/D,2,Ristrutturato,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
85,85,Idealista,Affitto,Porta Romana,Via Lodovico Muratori 46,Trilocale,2500,65,,38.46153846153846,3,N/D,N/D,Buono,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,5 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
86,86,Idealista,Affitto,Porta Romana,Via Lodovico Muratori 3,Bilocale,2400,58,,41.37931034482759,2,N/D,3,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
87,87,Idealista,Affitto,Porta Romana,Viale Cirene 20,Quadrilocale,4000,153,,26.143790849673202,4,N/D,8,Ottimo / lusso,Lusso,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
88,88,Idealista,Affitto,Porta Romana,Viale Sabotino s.n.c.,Quadrilocale,2500,120,,20.833333333333332,4,N/D,2,Buono,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
89,89,Idealista,Affitto,Porta Romana,Via Giorgio Vasari,Bilocale,3000,103,,29.12621359223301,2,N/D,5,Ottimo / lusso,Lusso,Sì,N/D,Sì,N/D,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,5 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
90,90,Idealista,Affitto,Porta Romana,Via Lodovico Muratori 10,Bilocale,1590,78,,20.384615384615383,2,N/D,3,Buono,Standard,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,6 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
91,91,Idealista,Affitto,Isola,Via Carlo Farini 80,Monolocale,1100,42,,26.19047619047619,1,N/D,3,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,3 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
92,92,Idealista,Affitto,Isola,Via Filippo Sassetti 17,Monolocale,900,35,,25.714285714285715,1,N/D,R,Buono,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
93,93,Idealista,Affitto,Isola,Via Ugo Bassi s.n.c.,Bilocale,950,40,,23.75,2,N/D,2,Buono,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,3 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
94,94,Idealista,Affitto,Isola,Via Alserio 1,Quadrilocale,3100,90,,34.44444444444444,4,N/D,2,Ottimo,Standard,N/D,N/D,Sì,Solo cucina,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
95,95,Idealista,Affitto,Isola,Via Paolo Bassi 20,Monolocale,1000,28,,35.714285714285715,1,N/D,2,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,3 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
96,96,Idealista,Affitto,Isola,Via Carlo Farini 81,Bilocale,1200,42,,28.571428571428573,2,N/D,4,Buono,Standard,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
97,97,Idealista,Affitto,Isola,Via Pastrengo 12,Bilocale,860,41,,20.975609756097562,2,N/D,3,Buono,Standard,No,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,6 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
98,98,Idealista,Affitto,Isola,Via Ippolito Rosellini 26,Bilocale,1250,50,,25,2,N/D,1,Ottimo / recente,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,2026-09-05,Recenza <24h,7 ore,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
99,99,Idealista,Affitto,Isola,Via Federico Confalonieri s.n.c.,Quadrilocale,5420,150,,36.13333333333333,4,N/D,2,Ottimo / lusso,Lusso,Sì,N/D,Sì,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Annuncio non identificato con certezza,2026-09-05
100,100,Idealista,Affitto,Isola,Via Valtellina 16,Bilocale,1950,73,,26.71232876712329,2,N/D,7,Ottimo,Standard,Sì,N/D,N/D,Sì,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2026-09-05,Scheda lista / recenza,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
101,1,Immobiliare.it,Vendita,Isola,Via Alserio 10,Bilocale,680000,65,10461.538461538461,,2,1,3,Ottimo / recente,Lusso,Sì,No,Sì,Solo cucina,No,N/D,N/D,2026-07-30,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A1,Classe dichiarata,2026-09-05
102,2,Immobiliare.it,Vendita,Isola,Via Cola Montano 6,Bilocale,375000,65,5769.2307692307695,,2,1,2,Buono,Standard,Sì,Sì,No,No,Sì,N/D,N/D,2026-07-23,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
103,3,Immobiliare.it,Vendita,Isola,Isola (indirizzo non indicato),Monolocale,280000,48,5833.333333333333,,1,1,1,Nuovo,Standard,Sì,No,No,Parzialmente,Sì,N/D,N/D,2026-08-24,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
104,4,Immobiliare.it,Vendita,Isola,Via Pastrengo 4,Monolocale,260000,25,10400,,1,1,4,Ristrutturato a nuovo,Lusso,No,No,No,Sì,No,N/D,N/D,2026-08-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
105,5,Immobiliare.it,Vendita,Brera,Via dell'Annunciata,Bilocale,1600000,90,17777.777777777777,,2,1,1,Ottimo / ristrutturato,Lusso,Sì,No,No,Sì,Sì,N/D,N/D,2026-07-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
106,6,Immobiliare.it,Vendita,Brera,Via Pontaccio,Trilocale,670000,30,22333.333333333332,,3,1,2,Ottimo / design,Lusso,Sì,No,No,Sì,No,N/D,N/D,2026-07-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,D,Classe dichiarata,2026-09-05
107,7,Immobiliare.it,Vendita,Brera,Via Fatebenefratelli,Appartamento,2990000,250,11960,,5,2,2,Da ristrutturare / personalizzare,Lusso,Sì,Sì,No,No,Sì,N/D,N/D,2026-08-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
108,8,Immobiliare.it,Vendita,Brera,Via Ponte Vetero 10,Appartamento,2600000,164,15853.658536585366,,5,2,2,Da ristrutturare / personalizzare,Lusso,Sì,Sì,Sì,Parzialmente,Sì,N/D,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
109,9,Immobiliare.it,Vendita,Navigli - Darsena,Via Magolfa 5,Trilocale,665000,100,6650,,3,2,T,Ottimo / ristrutturato,Standard,Sì,No,No,No,No,N/D,N/D,2026-06-16,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A,Classe dichiarata,2026-09-05
110,10,Immobiliare.it,Vendita,Navigli - Darsena,Viale Gorizia 6,Trilocale,950000,135,7037.037037037037,,3,2,4,Buono,Lusso,Sì,Sì,Sì,No,Sì,N/D,N/D,2026-07-13,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,E,Classe dichiarata,2026-09-05
111,11,Immobiliare.it,Vendita,Navigli / Ascanio Sforza,Via Cardinale Ascanio Sforza 61,Bilocale,320000,48,6666.666666666667,,2,1,3,Da ristrutturare,Standard,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-07-21,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
112,12,Immobiliare.it,Vendita,Navigli - Darsena,Alzaia Naviglio Pavese,Trilocale,580000,101,5742.574257425743,,3,1,7,Buono,Standard,Sì,Sì,No,Sì,No,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
113,13,Immobiliare.it,Vendita,Porta Romana / Crocetta,Corso di Porta Romana 124,Bilocale,385000,48,8020.833333333333,,2,1,6,Ottimo,Standard,Sì,No,Sì,Sì,No,N/D,N/D,2026-06-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
114,14,Immobiliare.it,Vendita,Porta Romana / Crocetta,Corso di Porta Romana 107,Trilocale,675000,85,7941.176470588235,,3,1,2,Ottimo,Lusso,Sì,Sì,No,Sì,No,N/D,N/D,2026-08-26,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
115,15,Immobiliare.it,Vendita,Porta Romana - Medaglie d'Oro,Piazzale Medaglie d'Oro,Trilocale,480000,80,6000,,3,1,1,Da ristrutturare,Standard,Sì,No,No,No,No,N/D,N/D,2026-04-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,G,Classe dichiarata,2026-09-05
116,16,Immobiliare.it,Vendita,Porta Venezia,Via Lambro 7,Trilocale,850000,100,8500,,3,2,1,Ottimo / ristrutturato,Lusso,Sì,Sì,No,Sì,No,N/D,N/D,2026-06-17,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,C,Classe dichiarata,2026-09-05
117,17,Immobiliare.it,Vendita,Porta Venezia,Via Lambro 12,Quadrilocale,930000,110,8454.545454545454,,4,2,2,Buono,Lusso,Sì,Sì,No,Parzialmente,Sì,N/D,N/D,2026-07-13,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,B,Classe dichiarata,2026-09-05
118,18,Immobiliare.it,Vendita,Città Studi,Via San Benigno 4,Trilocale,419000,90,4655.555555555556,,3,1,5,Buono,Standard,Sì,Sì,No,No,No,N/D,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,F,Classe dichiarata,2026-09-05
119,19,Immobiliare.it,Vendita,Città Studi,Via Aselli 22,Trilocale,540000,95,5684.210526315789,,3,1,3,Da ristrutturare / personalizzare,Standard,Sì,Sì,No,No,Sì,N/D,N/D,2026-07-15,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,In attesa di certificazione,2026-09-05
120,20,Immobiliare.it,Vendita,Città Studi,Via Giovanni Paisiello 6,Quadrilocale,1100000,136,8088.235294117647,,4,2,2,Nuovo,Lusso,Sì,Sì,No,No,Sì,N/D,N/D,2026-07-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,A,Classe dichiarata,2026-09-05
121,21,Immobiliare.it,Vendita,Città Studi,Via Garofalo 4,Trilocale,895000,140,6392.857142857143,,3,1,5,Buono,Lusso,Sì,Sì,No,No,Sì,N/D,N/D,2026-06-26,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta pubblicamente: mantenuta N/D; si conserva l'ultimo aggiornamento o una data/recenza visibile quando disponibile.,N/D,Fonte non accessibile,2026-09-05
