ID_globale,ID_portale,Portale,Contratto,Quartiere,Indirizzo,Tipo_immobile,Prezzo_EUR,Superficie_mq,Prezzo_vendita_EUR_mq,Canone_affitto_EUR_mq_mese,Locali,Bagni,Piano,Stato,Segmento,Ascensore,Balcone,Terrazzo,Arredato,Cantina,Box_posto_auto,Data_pubblicazione_esatta,Ultimo_aggiornamento,Data_annuncio_visibile_o_proxy,Tipo_data_annuncio,Recenza_portale,Data_rilevazione,Qualita_dato,Nota_data,Classe_energetica,Esito_verifica_energia,Data_verifica_energia
263,129948392,Immobiliare.it,Vendita,Moscova,"via Solferino, 23",Trilocale,3100000,134,23134.328358208953,,3,3,2,Ottimo stato,Lusso,Sì,Sì,No,No,Sì,1 in box privato/box in garage,N/D,2026-08-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,B,Classe dichiarata,2026-09-05
264,130177600,Immobiliare.it,Vendita,Porta Venezia,via Alessandro Tadino 2,Monolocale,267000,27,9888.888888888889,,1,1,1,Ottimo stato,Lusso,Sì,No,No,Sì,N/D,N/D,N/D,2026-07-24,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
265,131201168,Immobiliare.it,Vendita,Porta Venezia,via Rosolino Pilo 12,Trilocale,450000,77,5844.1558441558445,,3,1,2,Buono stato,N/D,Sì,No,No,No,N/D,N/D,N/D,2026-08-26,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
266,130814158,Immobiliare.it,Vendita,Porta Venezia,viale Tunisia 25,Trilocale,590000,95,6210.526315789473,,3,2,2,Ottimo stato,N/D,Sì,Sì,N/D,Sì,Sì,N/D,N/D,2026-07-09,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
267,130446552,Immobiliare.it,Vendita,Quadronno - Crocetta,"via Curtatone, 16",Bilocale,479000,47,10191.489361702128,,2,1,5,Ottimo stato,Lusso,Sì,No,No,No,N/D,N/D,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,D,Classe dichiarata,2026-09-05
268,124796439,Immobiliare.it,Vendita,Quadronno - Crocetta,viale Emilio Caldara 31,Quadrilocale,849000,140,6064.285714285715,,4,3,4,Buono stato,Lusso,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-08-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,E,Classe dichiarata,2026-09-05
269,127931704,Immobiliare.it,Vendita,Turati,via Ancona,Loft,1580000,150,10533.333333333334,,N/D,1,Piano terra,Ottimo stato,Lusso,Sì,No,No,No,N/D,N/D,N/D,2026-03-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,A,Classe dichiarata,2026-09-05
270,130190656,Immobiliare.it,Vendita,Turati,via Solferino 12,Trilocale,1300000,113,11504.424778761062,,3,1,4,Da ristrutturare,Lusso,Sì,No,No,Parzialmente Arredato,Sì,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
271,36646950,Idealista,Affitto,Isola,"Via Carlo Farini, 69",Bilocale,1300,43,,30.232558139534884,2,1,1º piano,Buono stato,N/D,No,Sì,N/D,N/D,Sì,N/D,N/D,N/D,31 agosto,Aggiornamento senza anno esplicito,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,D,Classe dichiarata,2026-09-05
272,36394617,Idealista,Affitto,Isola,"Via Giulio Belinzaghi, 6",Monolocale,800,40,,20,1,1,2º piano,Buono stato,N/D,No,Sì,N/D,N/D,N/D,N/D,N/D,N/D,5 agosto,Aggiornamento senza anno esplicito,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
273,128652148,Immobiliare.it,Affitto,Porta Romana - Medaglie d'Oro,via Atto Vannucci 7,Trilocale,1600,105,,15.238095238095237,3,1,Piano terra,Ottimo stato,N/D,Sì,No,No,No,Sì,N/D,N/D,2026-07-30,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
274,132116986,Immobiliare.it,Affitto,Porta Romana - Medaglie d'Oro,via Lazzaro Papi 12,Trilocale,2100,60,,35,3,2,3,Ottimo stato,N/D,Sì,No,No,Sì,N/D,N/D,N/D,2026-09-02,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,D,Classe dichiarata,2026-09-05
275,130846890,Immobiliare.it,Affitto,Porta Romana - Medaglie d'Oro,via Lodovico Muratori 11,Monolocale,1000,26,,38.46153846153846,1,1,4,Ottimo stato,N/D,Sì,No,No,Sì,N/D,N/D,N/D,2026-07-10,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
276,24742163,Idealista,Affitto,Lambrate,"Via Egidio Folli, 27",Monolocale,700,32,,21.875,1,1,Piano terra,Buono stato,N/D,No,N/D,N/D,N/D,N/D,N/D,N/D,N/D,19 agosto,Aggiornamento senza anno esplicito,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,N/D,Classe non leggibile nel testo disponibile,2026-09-05
277,129473320,Immobiliare.it,Affitto,Lambrate,via Bertolazzi 6,Bilocale,1050,77,,13.636363636363637,2,1,N/D,Buono stato,N/D,No,Sì,No,Sì,N/D,N/D,N/D,2026-05-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
278,115873703,Immobiliare.it,Affitto,Lambrate,via Giovanni Ventura 3,Quadrilocale,4700,240,,19.583333333333332,4,2,3,Ottimo stato,N/D,Sì,No,Sì,Sì,N/D,1 in box privato/box in garage,N/D,2026-07-16,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,B,Classe dichiarata,2026-09-05
279,129955490,Immobiliare.it,Affitto,Lambrate,via Luigi Borgomainerio 30,Monolocale,820,30,,27.333333333333332,1,1,6,Ottimo stato,N/D,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-07-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
280,131464718,Immobiliare.it,Affitto,Lambrate,via Rombon 38,Trilocale,1350,70,,19.285714285714285,3,1,5,Buono stato,N/D,Sì,Sì,No,Sì,N/D,N/D,N/D,2026-07-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
281,98204350,Immobiliare.it,Affitto,Quartiere Feltre,via Maniago 2,Appartamento,1100,65,,16.923076923076923,2,1,Piano terra,Ottimo stato,N/D,Sì,N/D,N/D,Sì,N/D,N/D,N/D,2026-07-02,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
282,131368822,Immobiliare.it,Affitto,Quartiere Feltre,via Ponte di Legno 2,Trilocale,1500,84,,17.857142857142858,3,1,2,Ottimo stato,N/D,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-07-28,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,N/D,Classe non dichiarata nel testo consultato,2026-09-05
283,103840995,Immobiliare.it,Affitto,Quartiere Feltre,via Rombon 29,Bilocale,980,63,,15.555555555555555,2,1,2,Buono stato,N/D,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,E,Classe dichiarata,2026-09-05
284,127238461,Immobiliare.it,Affitto,Bicocca,piazza della Trivulziana 1,Trilocale,1300,74,,17.56756756756757,3,1,8,Buono stato,N/D,Sì,No,Sì,Sì,Sì,N/D,N/D,2026-06-10,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,C,Classe dichiarata,2026-09-05
285,129779052,Immobiliare.it,Affitto,Bicocca,piazza della Trivulziana 2,Monolocale,750,37,,20.27027027027027,1,1,4,Buono stato,N/D,Sì,No,No,Sì,Sì,N/D,N/D,2026-06-10,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,D,Classe dichiarata,2026-09-05
286,129784724,Immobiliare.it,Affitto,Bicocca,piazza della Trivulziana 4,Monolocale,720,37,,19.45945945945946,1,1,6,Ottimo stato,N/D,Sì,No,No,Sì,Sì,N/D,N/D,2026-06-18,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,C,Classe dichiarata,2026-09-05
287,129951754,Immobiliare.it,Affitto,Bicocca,via Luigi Pulci 13,Bilocale,1000,65,,15.384615384615385,2,1,2,Buono stato,N/D,Sì,Sì,No,Solo Cucina Arredata,N/D,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
288,128991302,Immobiliare.it,Affitto,Bicocca,viale Fulvio Testi,Bilocale,1300,75,,17.333333333333332,2,1,12,Ottimo stato,N/D,Sì,Sì,Sì,Sì,Sì,1 in box privato/box in garage,N/D,2026-07-30,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
289,129758280,Immobiliare.it,Affitto,Bignami - Ponale,viale dell'Innovazione 24,Bilocale,1100,55,,20,2,1,5,Ottimo stato,N/D,Sì,No,No,Sì,N/D,N/D,N/D,2026-07-01,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,E,Classe dichiarata,2026-09-05
290,132050382,Immobiliare.it,Affitto,Cadore,piazzale Libia 19,Bilocale,1450,45,,32.22222222222222,2,1,3,Nuovo,N/D,Sì,Sì,No,Sì,N/D,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
291,131297434,Immobiliare.it,Affitto,Cadore,piazzale Libia 9,Trilocale,2000,110,,18.181818181818183,3,2,1,Ottimo stato,N/D,Sì,Sì,No,Parzialmente Arredato,N/D,N/D,N/D,2026-07-25,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
292,132156572,Immobiliare.it,Affitto,Cadore,via Rezia,Trilocale,1060,75,,14.133333333333333,3,1,8,Ottimo stato,N/D,Sì,Sì,No,Sì,N/D,N/D,N/D,2026-09-03,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,D,Classe dichiarata,2026-09-05
293,131853884,Immobiliare.it,Affitto,Farini,via Carlo Farini 55,Bilocale,1200,54,,22.22222222222222,2,1,3,Ottimo stato,N/D,Sì,Sì,No,Sì,N/D,N/D,N/D,2026-08-20,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
294,132011530,Immobiliare.it,Affitto,Greco - Segnano,viale Sarca 98,Bilocale,1000,55,,18.181818181818183,2,1,1,Ottimo stato,N/D,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
295,130488410,Immobiliare.it,Affitto,Montenero,via Andrea Maffei,Bilocale,1300,45,,28.88888888888889,2,1,2,Ottimo stato,N/D,Sì,No,No,Sì,N/D,N/D,N/D,2026-07-08,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,E,Classe dichiarata,2026-09-05
296,132057326,Immobiliare.it,Affitto,Montenero,via Spartaco 11,Trilocale,2390,90,,26.555555555555557,3,1,"Piano terra, piano rialzato",Ottimo stato,N/D,Sì,No,No,Parzialmente Arredato,Sì,N/D,N/D,2026-08-31,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,F,Classe dichiarata,2026-09-05
297,131158260,Immobiliare.it,Affitto,Prato Centenaro,via Luigi Mainoni d'Intignano 18,Monolocale,750,25,,30,1,1,2,Nuovo,N/D,Sì,Sì,No,Sì,Sì,N/D,N/D,2026-08-13,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,D,Classe dichiarata,2026-09-05
298,128671456,Immobiliare.it,Affitto,Prato Centenaro,via Santa Monica 3,Bilocale,1000,54,,18.51851851851852,2,1,Piano terra,Ottimo stato,N/D,Sì,No,No,Sì,Sì,N/D,N/D,2026-08-03,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,E,Classe dichiarata,2026-09-05
299,129040008,Immobiliare.it,Affitto,Quartiere Forlanini,piazza Ovidio,Bilocale,800,46,,17.391304347826086,2,1,2,Ottimo stato,N/D,Sì,No,No,Sì,N/D,1 posto auto,N/D,2026-07-13,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
300,130450826,Immobiliare.it,Affitto,Turati,via Goito 5,Quadrilocale,9166,190,,48.242105263157896,4,3,6,Ottimo stato,N/D,No,Sì,N/D,Parzialmente Arredato,N/D,1 in box privato/box in garage,N/D,2026-06-29,N/D,Ultimo aggiornamento esposto,N/D,2026-09-05,Dettaglio annuncio,Prima pubblicazione non esposta. Prezzo richiesto; aggiornamento distinto dalla rilevazione.,G,Classe dichiarata,2026-09-05
